  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
545110 ***** 201912151200 190   4 *** *** OVC * * *  3.1 70 ** ** ** ** ** ** ** 0   35   24 1026.6 ***** 1022.5  38  23 *****  0.00T 0.00T 0.00T**
545110 ***** 201912151200 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   36   23 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912151230 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   37   19 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912151300 990   7 *** 722 CLR * * *  6.2 71 ** ** ** ** ** ** ** *   37   19 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912151330 990   4 ***  46 *** * * *  6.2 71 ** ** ** ** ** ** ** *   36   23 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912151400 990   2 ***  46 *** * * *  6.2 ** ** ** ** ** ** ** ** *   36   23 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912151430 140   2 ***  46 *** * * *  6.2 ** ** ** ** ** ** ** ** *   34   25 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912151500 231   2 *** *** *** * * *  2.9 05 ** ** ** ** ** ** ** *   34   27 1026.0 ***** 1021.9  38  23 ***** *****  0.00 ***** **
545110 ***** 201912151500 150   2 ***  40 *** * * *  6.2 71 ** ** ** ** ** ** ** *   36   25 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912151530 160   2 ***  40 *** * * *  6.2 71 ** ** ** ** ** ** ** *   34   27 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912151600 160   4 ***  33 *** * * *  3.8 71 ** ** ** ** ** ** ** *   34   28 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912151630 120   2 ***  33 *** * * *  3.1 71 10 ** ** ** ** ** ** *   32   28 ****** 30.27 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912151700 060   2 ***  33 *** * * *  3.1 71 10 ** ** ** ** ** ** *   32   30 ****** 30.27 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912151730 070   2 ***  33 *** * * *  3.1 71 10 ** ** ** ** ** ** *   32   30 ****** 30.27 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912151800 *** *** *** *** *** * * *  1.2 70 ** ** ** ** ** ** ** 0   32   29 1025.0 ***** 1020.9  38  23 *****  0.03  0.03  0.03  0
545110 ***** 201912151800 ***   0 ***  33 *** * * *  3.1 71 10 ** ** ** ** ** ** *   32   30 ****** 30.27 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912151830 ***   0 ***  33 *** * * *  3.1 71 10 ** ** ** ** ** ** *   32   30 ****** 30.27 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912151900 060   2 ***  33 *** * * *  3.1 10 ** ** ** ** ** ** ** *   32   30 ****** 30.24 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912151930 ***   0 ***  33 *** * * *  2.8 10 ** ** ** ** ** ** ** *   32   30 ****** 30.24 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912152000 110   2 ***  33 *** * * *  2.5 71 10 ** ** ** ** ** ** *   32   30 ****** 30.24 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912152030 990   2 ***  33 *** * * *  2.2 71 10 ** ** ** ** ** ** *   32   30 ****** 30.21 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912152100 047   4 *** *** *** * * *  0.4 72 ** ** ** ** ** ** ** *   32   31 1022.8 ***** 1018.7  38  29 *****  0.05  0.05 *****  0
545110 ***** 201912152100 990   2 ***  33 *** * * *  2.0 71 10 ** ** ** ** ** ** *   32   30 ****** 30.21 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912152130 990   2 ***  33 *** * * *  1.6 71 10 ** ** ** ** ** ** *   32   30 ****** 30.18 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912152200 990   2 ***  33 *** * * *  1.6 71 10 ** ** ** ** ** ** *   32   30 ****** 30.18 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912152230 990   2 ***  33 *** * * *  1.4 71 10 ** ** ** ** ** ** *   32   30 ****** 30.18 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912152300 990   2 ***  33 *** * * *  1.4 71 10 ** ** ** ** ** ** *   32   30 ****** 30.18 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912152330 990   2 ***  33 *** * * *  1.4 71 10 ** ** ** ** ** ** *   32   30 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912160000 040   2 *** *** *** * * *  0.3 72 ** ** ** ** ** ** ** 4   32   31 1021.4 ***** 1017.3  38  31 *****  0.08  0.11  0.12 **
545110 ***** 201912160000 990   2 ***  33 *** * * *  1.0 71 10 ** ** ** ** ** ** *   32   30 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912160030 020   2 ***  33 *** * * *  0.9 71 10 ** ** ** ** ** ** *   32   30 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912160100 990   2 ***  30 *** * * *  0.7 71 10 ** ** ** ** ** ** *   32   30 ****** 30.18 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912160130 990   2 ***  30 *** * * *  0.9 71 10 ** ** ** ** ** ** *   32   30 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912160200 010   2 ***  30 *** * * *  0.9 71 10 ** ** ** ** ** ** *   32   30 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912160230 990   2 ***  30 *** * * *  0.8 71 10 ** ** ** ** ** ** *   32   32 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912160300 023   2 *** *** OVC * * *  0.5 72 ** ** ** ** ** ** ** 7   32   31 1020.9 ***** 1016.8  38  32 *****  0.15  0.20 *****  0
545110 ***** 201912160300 030   2 ***  30 *** * * *  0.8 71 10 ** ** ** ** ** ** *   32   32 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912160330 990   4 ***  30 *** * * *  0.6 71 10 ** ** ** ** ** ** *   32   32 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912160400 990   4 ***  30 *** * * *  0.6 71 10 ** ** ** ** ** ** *   34   32 ****** 30.09 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912160430 010   4 ***  30 *** * * *  0.8 71 10 ** ** ** ** ** ** *   32   32 ****** 30.06 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912160500 360   2 ***  30 *** * * *  0.9 71 10 ** ** ** ** ** ** *   34   32 ****** 30.06 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912160530 010   4 ***  30 *** * * *  1.1 68 10 ** ** ** ** ** ** *   34   32 ****** 30.06 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912160600 050   4 *** *** OVC * * *  0.9 10 ** ** ** ** ** ** ** 7   33   31 1017.5 ***** 1013.4  38  32 *****  0.12  0.22  0.20  1
545110 ***** 201912160600 010   4 ***  33 *** * * *  1.4 10 ** ** ** ** ** ** ** *   34   32 ****** 30.03 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912160630 990   4 ***  33 *** * * *  1.6 10 ** ** ** ** ** ** ** *   34   32 ****** 30.03 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912160700 990   2 ***  40 *** * * *  1.6 10 ** ** ** ** ** ** ** *   36   32 ****** 30.03 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912160730 090   2 ***  40 *** * * *  1.9 10 ** ** ** ** ** ** ** *   34   32 ****** 30.03 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912160800 990   2 *** 722 CLR * * *  1.9 10 ** ** ** ** ** ** ** *   34   32 ****** 30.03 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912160830 990   2 *** *** *** * * *  1.9 10 ** ** ** ** ** ** ** *   34   32 ****** 30.03 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912160900 360   0 *** *** OVC * * *  0.9 05 ** ** ** ** ** ** ** 0   33   30 1017.4 ***** 1013.3  37  32 *****  0.02  0.22 *****  0
545110 ***** 201912160900 990   2 *** *** *** * * *  1.9 10 ** ** ** ** ** ** ** *   32   30 ****** 30.03 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912160930 990   4 *** *** *** * * *  1.8 10 ** ** ** ** ** ** ** *   32   30 ****** 30.03 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912161000 020   4 *** *** *** * * *  1.8 10 ** ** ** ** ** ** ** *   30   28 ****** 30.03 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912161030 990   4 *** 722 CLR * * *  1.9 10 ** ** ** ** ** ** ** *   34   32 ****** 30.03 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912161100 990   4 *** 722 CLR * * *  2.3 10 ** ** ** ** ** ** ** *   32   30 ****** 30.06 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912161130 990   7 *** 722 CLR * * *  2.3 10 ** ** ** ** ** ** ** *   34   30 ****** 30.06 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912161200 210   2 *** *** OVC * * *  0.4 10 ** ** ** ** ** ** ** 0   31   29 1019.2 ***** 1015.1  35  31 *****  0.00  0.22  0.12 **
545110 ***** 201912161200 990   9 *** 722 CLR * * *  2.5 10 ** ** ** ** ** ** ** *   34   30 ****** 30.06 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912161230 990   2 *** 722 CLR * * *  3.1 10 ** ** ** ** ** ** ** *   30   28 ****** 30.09 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912161300 360  11 *** 722 CLR * * *  3.8 ** ** ** ** ** ** ** ** *   28   27 ****** 30.09 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912161330 350  11 *** 722 CLR * * *  3.8 ** ** ** ** ** ** ** ** *   28   27 ****** 30.09 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912161400 990   7 *** 722 CLR * * *  3.8 ** ** ** ** ** ** ** ** *   30   28 ****** 30.09 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912161430 350   9 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   30   28 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912161500 360   0 *** *** *** * * *  0.5 10 ** ** ** ** ** ** ** *   29   28 1020.5 ***** 1016.4  34  29 ***** *****  0.22 *****  0
545110 ***** 201912161500 990   2 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   30   28 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912161530 340   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   30   27 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912161600 350  11 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   30   27 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912161630 340  11 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   32   25 ****** 30.18 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912161700 340  11 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   36   23 ****** 30.18 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912161730 340  11 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   32   23 ****** 30.18 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912161800 010   4 *** *** *** * * * 18.8 00 ** ** ** ** ** ** ** 0   38   17 1023.0 ***** 1018.9  39  29 *****  0.00  0.20  0.00 **
545110 ***** 201912161800 340  11 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   32   21 ****** 30.21 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912161830 340   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   32   21 ****** 30.21 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912161900 310  16 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   36   19 ****** 30.24 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912161930 330  11 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   34   18 ****** 30.24 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912162000 340  11 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   34   18 ****** 30.24 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912162030 010   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   32   16 ****** 30.27 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912162100 004   9  22 *** *** * * * 18.8 00 ** ** ** ** ** ** ** *   36   14 1024.7 ***** 1020.6  39  29 ***** *****  0.18 *****  0
545110 ***** 201912162100 360  11 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   32   16 ****** 30.27 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912162130 350   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   30   18 ****** 30.30 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912162200 330  13 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   34   16 ****** 30.33 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912162230 340  11 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   30   18 ****** 30.33 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912162300 360   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   28   18 ****** 30.36 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912162330 340   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   28   18 ****** 30.39 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912170000 350  13 *** *** BKN * * * 18.8 00 ** ** ** ** ** ** ** 0   34   12 1028.5 ***** 1024.4  39  29 *****  0.00  0.12  0.00 **
545110 ***** 201912170000 990  11 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   32   14 ****** 30.39 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912170030 330  13 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   34   12 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912170100 340  13 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   32   18 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912170130 330  18 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   34   14 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912170200 340  13 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   36   14 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912170230 340  20 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   36   14 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912170300 351  15  31 *** BKN * * * 18.8 00 ** ** ** ** ** ** ** 0   35   11 1031.3 ***** 1027.1  39  29 ***** *****  0.02 *****  0
545110 ***** 201912170300 340  22 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   36   12 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912170330 350  22 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   36   14 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912170400 350  18 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   36   14 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912170430 360  16 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   37   14 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912170500 350  16 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   37   14 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912170530 360  13 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   37   16 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912170600 340  11 *** *** BKN * * * 18.8 00 ** ** ** ** ** ** ** 0   38    9 1030.3 ***** 1026.2  39  29 *****  0.00  0.00  0.00 **
545110 ***** 201912170600 990   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   37   14 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912170630 360  11 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   37   14 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912170700 990   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   37   14 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912170730 990   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   36   12 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912170800 020   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   36   12 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912170830 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   34   10 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912170900 341   9  31 *** BKN * * * 18.8 00 ** ** ** ** ** ** ** 0   37   10 1032.1 ***** 1028.0  39  29 ***** ***** ***** ***** **
545110 ***** 201912170900 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   32   12 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912170930 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   30   12 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912171000 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   28   14 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912171030 350   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   27   14 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912171100 330   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   30   14 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912171130 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   32   12 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912171200 360   9 *** *** *** * * * 18.8 00 ** ** ** ** ** ** ** 0   34    2 1033.7 ***** 1029.5  39  29 *****  0.00  0.00  0.00 **
545110 ***** 201912171200 010   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   27   12 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912171230 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   30   12 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912171300 360   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   28   10 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912171330 010   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   28   10 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912171400 020   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   28    9 ****** 30.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912171430 030   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   28    9 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912171500 033   6  28 *** *** * * * 18.8 00 ** ** ** ** ** ** ** *   30    5 1035.0 ***** 1030.8  39  29 ***** ***** ***** ***** **
545110 ***** 201912171500 040   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   28    9 ****** 30.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912171530 ***   0 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   25    7 ****** 30.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912171600 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   21    9 ****** 30.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912171630 020   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   25    9 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912171700 030   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   23    9 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912171730 020   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   19    9 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912171800 040   4 *** *** *** * * * 18.8 00 ** ** ** ** ** ** ** 0   26    6 1034.8 ***** 1030.6  39  26 *****  0.00  0.00  0.00 **
545110 ***** 201912171800 020   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   21    9 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912171830 360   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   21    9 ****** 30.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912171900 020   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   19    9 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912171930 010   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   21    7 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912172000 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   23    7 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912172030 360   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   21    7 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912172100 044   3  19 *** *** * * * 18.8 00 ** ** ** ** ** ** ** *   23    6 1034.1 ***** 1029.9  39  23 ***** ***** ***** ***** **
545110 ***** 201912172100 360   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   19    7 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912172130 350   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   18    7 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912172200 350   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   18    9 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912172230 340   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   19    9 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912172300 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   19   10 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912172330 350   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   16    9 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912180000 *** *** *** *** BKN * * * 10.0 00 ** ** ** ** ** ** ** 0   22    8 1034.5 ***** 1030.3  39  20 *****  0.00  0.00  0.00  0
545110 ***** 201912180000 330   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   23   12 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912180030 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   25   12 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912180100 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   25   10 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912180130 360   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   25   14 ****** 30.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912180200 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   28   12 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912180230 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   30   12 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912180300 224   2  14 *** BKN * * * 18.8 00 ** ** ** ** ** ** ** 0   32    8 1034.2 ***** 1030.0  39  20 ***** ***** ***** ***** **
545110 ***** 201912180300 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   30   12 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912180330 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   32   14 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912180400 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   32   10 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912180430 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   34   10 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912180500 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   34   10 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912180530 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   34   12 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912180600 240   7 *** *** BKN * * * 13.1 00 ** ** ** ** ** ** ** 0   33   13 1030.4 ***** 1026.2  39  20 *****  0.00  0.00  0.00 **
545110 ***** 201912180600 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   34    9 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912180630 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   34   12 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912180700 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   36   12 ****** 30.39 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912180730 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   36   14 ****** 30.39 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912180800 990   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   34   14 ****** 30.39 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912180830 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   32   16 ****** 30.39 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912180900 204   4  14 *** BKN * * * 15.3 00 ** ** ** ** ** ** ** 0   31   13 1029.9 ***** 1025.7  37  20 ***** ***** ***** ***** **
545110 ***** 201912180900 180   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   32   18 ****** 30.39 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912180930 160   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   30   16 ****** 30.39 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912181000 180   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   32   16 ****** 30.39 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912181030 180   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   32   16 ****** 30.39 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912181100 180   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   30   16 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201912181130 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   30   16 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
